X,Y,OBJECTID,FILE_NUM,FILE_TYPE,ADDRESS,FILE_YEAR,DESCRIPTION,APPLICATION_ID
581050.6186,4803215.6628,15817,SPAR-17-135,Site Plan,,2017,To construct a 3746 SqM addition to the existing greenhouse.,
582640.0058,4785881.403,15818,DA-17-122,Site Plan,125 WILSON ST E,2017,To construct a three storey multiple dwelling containing 19 residential units. APPROVED BY OMB Order PL1700537.,
603955.2941,4788147.4489,15819,25CDM-201710,Condominium,101-125 SHOREVIEW PL,2017,"The proposed Draft Plan of Condominium consists of 468 apartment units and 11 townhouse units; Registered as WCP-589",
596485.0746,4781555.8898,15820,PLC-17-028,Part Lot Control,1890 RYMAL RD E,2017,To remove Part Lot Control in order create 194 townhouse lots on a condominium roadway,
583048.5231,4783680.5133,15821,ZAC-17-068,Zoning Amendment,70 GARNER RD E,2017,To add a funeral home as a permitted use within the existing Major Institutional Zone in order to permit the development of a funeral home adjacent to the existing place of worship,
595738.0109,4789596.0833,15822,SPA-17-186,Site Plan,991 BARTON ST E,2017,To construct a one storey 382.45 SqM rear addition to the existing one storey commercial building,
602428.1985,4788632.1175,15823,SPA-18-004,Site Plan,680 VANWAGNERS BCH RD,2018,"To redevelop the former campgrounds to a sports and recreation park consisting of a full size cricket pitch, multi-purpose playground.",
563764.692,4797470.6276,15824,DA-16-108,Site Plan,1292 OLD HWY 8,2016,To construct a 960 SqM office building.,
600229.3751,4784414.423,15825,25CDM-201607,Condominium,601 UPPER CENTENNIAL PKY,2016,"Plan of Condominium, To construct a 41 block townhouse units.",
588026.6813,4788143.5396,15826,DA-16-105,Site Plan,1 REDFERN AVE,2016,To construct a 4 storey 143 unit apartment building.,
587856.9957,4778465.8912,15827,FC-16-084,Formal Consultation,80 MARION ST,2016,"To construct 49 single detached dwellings, 115 townhouse dwelling units and 16 semi-detached dwellings.",
598012.0729,4783578.6973,15828,DA-16-102,Site Plan,15 MISTYWOOD DR,2016,To construct 8 two storey townhouse dwelling units.,
601654.1862,4782126.75,15829,SPA-16-100,Site Plan,218 MUD ST,2016,To demolish and construct a new place of worship,
588504.9556,4799092.2422,15830,PLC-16-020,Part Lot Control,16 HISCOTT RD,2016,Removal of Part Lot Control to create 14 Townhouse lots.,
590378.5445,4787993.611,15831,SPA-16-113,Site Plan,135 FENNELL AVE W,2016,"To construct a 5 storey 8,365 SqM addition to college campus building.",
590925.6548,4789760.8031,15832,25CDM-201609,Condominium,208 BOLD ST,2016,"Plan of Condominium, To construct a 3 storey multiple residential dwelling consisting of 14 units and 16 parking spaces",
591033.4171,4787460.2441,15833,SPA-16-137,Site Plan,677 UPPER JAMES ST,2016,To construct a 198.26 SqM restaurant with Drive-Thru.,
592020.7647,4789780.184,15834,25CDM-201610,Condominium,112 KING ST E,2016,"Plan of Condominium, To construct a 13 storey 138 residential dwelling units for Phase 1",
586705.4347,4787217.3353,15835,ZAC-17-066,Zoning Amendment,1274-1280 MOHAWK RD,2017,To amend the zoning to a site specific General Commercial (C3) Zone in order to permit the construction of a local commercial bldg with four retail units on the ground floor and two office units on the second floor with a total GFA of 1174 SqM,
604292.5585,4787014.7068,15836,SPA-18-088,Site Plan,349 LEASIDE AVE,2018,Construct a 185 space parking lot for the use of Mohawk Collegs on a separate parcel from the Mohawk College Stoney Creek campus. The previous industrial bldg was demolished in early 2018,
586526.4071,4801047.3501,15837,FC-17-126,Formal Consultation,909-913 CENTRE RD,2017,To demolish the existing greenhouse operation in order to facilitate the severance of the lands into three residential parcels each,
572117.2166,4794140.3274,15838,ZAH-17-041,Zoning Amendment,680 HWY 8,2017,To remove holding provision to permit a new public school,
600770.3517,4785722.2927,15839,ZAC-17-044,Zoning Amendment,16 KING ST W,2017,To change zoning to allow an 8 storey mixed use building with 2 levels of underground parking,
592063.5735,4790231.3089,15840,FC-17-083,Formal Consultation,41 WILSON ST,2017,To construct two 27 storey towers on top of a 3 storey podium and 4 storey stacked townhouse,
587316.9707,4784640.0498,15841,FC-17-097,Formal Consultation,699 RYMAL RD W,2017,To demolish exisiting building and construct a 3 storey mixed use building,
583110.9145,4786575.3632,15842,FC-17-082,Formal Consultation,357 WILSON ST E,2017,To demolish a portion of the school and build a 450 seat performing arts centre,
592257.7787,4789586.7,15843,FC-17-079,Formal Consultation,154 MAIN ST E,2017,To construct a 16 storey mixed use building with 5 storeys of parking,
594522.2085,4772460.4369,15844,FC-17-045,Formal Consultation,5050 HARRISON RD,2017,"To establish a Zipline Adventure Park on the subject lands Designated Open Space and Zone P4,P7 and P8. The applicant is proposing a 6 course aerial park with associated platforms.",
600717.4218,4786707.4398,15845,DA-18-075,Site Plan,860 QUEENSTON RD,2018,"Construct a 14 storey, 219 unit multiple dwelling with 264 underground an above grade parking spaces.",
597645.6754,4782970.0115,15846,SPA-18-071,Site Plan,970 PARAMOUNT DR,2018,"Construct a 1,160 SqM, one storey addition to the existing Valley Park Community Centre to permit the relocation of the existing library.",
584260.1601,4798740.8495,15847,SPA-18-067,Site Plan,375 5TH CON RD W,2018,"Construct two building additions to the existing elementary school, totalling 116 SqM. One addition is proposed at the front of the school for a new lobby and entrance canopy, and one for the gymnasium.",
590046.8945,4785365.0923,15848,ZAH-18-021,Zoning Amendment,893 WEST 5TH ST,2018,To lift the holding provision as established under Zoning By-law 16-076 in order to permit the development of five lots for five single detached dwellings.,
588676.9568,4784918.0668,15849,ZAC-18-022,Zoning Amendment,35 SABRINA BOULEVARD,2018,"To permit 208 two-bedroom stacked townhouse units, 52 three-bedroom stacked townhouses and 71 traditional townhouse units for a total of 331 residential units.",
594276.9003,4786157.3227,15850,FC-18-048,Formal Consultation,387-399 EAST 42ND ST,2018,"To re-develop the property with a 24 storey residential apartment bldg with 371 residential units. The property is currently developed with 4 townhouse blocks, with a total of 24 units.",
587936.6529,4787879.3635,15851,PLC-16-027,Part Lot Control,555 SANATORIUM RD,2016,To Remove Part Lot Control from Part of Block 1 on 63M-1191 and transfer lands between 62R-20397 and 62R-20223,
593695.9581,4789390.5132,15852,FC-17-010,Formal Consultation,732-756 KING ST E,2017,To construct a 20 storey mixed use building with 2 storeys of underground parking,
590830.6375,4798525.7982,15853,PLC-19-012,Part Lot Control,39 MILL STONE TERRACE,2019,To remove Part Lot Control to create maintenance easements for Lots 91 and 174 on Registered Plan of Subdivision 62M-1238,
594602.1928,4782832.6032,15854,SPA-19-039,Site Plan,205 NEBO RD,2019,"To construct a 1,623 SqM, two storey structure that will consist of five units for retail, warehousing, contractor and professional offices. The existing structure is to remain.",
603426.3195,4785884.4747,15855,FC-19-020,Formal Consultation,364-368 HWY 8,2019,"The applicant is proposing a two storey addition to the existing 2266 SqM building, as well as an additio of 22.8 SqM to the existing main floor. The upper floors will consist of residential units while the main floor will remain commercial",
583266.4052,4786734.6586,15856,FC-19-019,Formal Consultation,392-412 WILSON ST E AND 15 LORNE AVE,2019,"To redevelop the lands with a mixed use, six storey building. The building will comprise of 122 residential units and 1,256.2 SqM of commercial space at grade.",
579136.5183,4782628.4433,15857,SPA-19-040,Site Plan,1335 OSPREY DR,2019,"To construct a 240 SqM, two storey building to the rear of the property for office and warehouse properties.",
596190.4166,4782302.5089,15858,PLC-19-009,Part Lot Control,1831 RYMAL RD E,2019,To remove Part Lot Control to create 188 residential units,
596132.3182,4782130.5516,15859,PLC-19-010,Part Lot Control,1831 RYMAL RD E,2019,To remove Part Lot Control to create 135 residential units,
598743.2655,4780626.1065,15860,DA-17-065,Site Plan,315 DALGEISH TRAIL,2017,To build 216 townhouse units,
595702.0224,4782570.9664,15861,ZAH-17-042,Zoning Amendment,406 PRITCHARD RD,2017,Remove holding provision to allow 5 industrial buildings,
580240.7751,4782972.3162,15862,MDA-17-055,Site Plan,574 SHAVER RD,2017,To construct a 50m tall communications tower,
575794.5239,4807588.1809,15863,FC-17-073,Formal Consultation,2129 HWY 6,2017,To construct a 2 sty pre-fabricated bldg with a total GFA of 10000 SqM for a medical marijuana facility.,
610645.7886,4786738.2286,15864,ZAR-17-033,Zoning Amendment,90 CREANONA BLVD,2017,To rezone the subject lands to a site specific Single Residential (R3) Zone to allow for the future severance of the lands to create 4 new residential lots for single detached dwellings.,
592355.322,4786112.7604,15865,ZAH-17-039,Zoning Amendment,848 UPPER WENTWORTH ST,2017,"To lift the holding provision in order to recognize the establishment of the hair dressing salon,",
594209.9317,4789957.8787,15866,UHOPA-17-17,Official Plan Amendment,157 GIBSON AVE,2017,To amend the Urban Hamilton Official Plan by establishing a special policy area allowing 2 dwelling units within the existing residential bldg and 2 dwelling units with the existing carriage house at the rear of the bldg,
594208.7006,4789954.3611,15867,ZAR-17-034,Zoning Amendment,157 GIBSON AVE,2017,To change the zoning to allow 2 dwelling units within the existing residential bldg and 2 dwelling units with the existing carriage house at the rear of the bldg,
601779.1852,4786480.2613,15868,MDA-18-019,Site Plan,,2018,To establish a temporary one storey sale pavilion associated with a proposed residential development,
589057.8686,4797538.7761,15869,FC-17-166,Formal Consultation,196 DUNDAS ST E,2017,"To demolish the existing dwelling, and develop a 10 unit stacked townhouse.",
611008.4225,4786644.6167,15870,FC-17-171,Formal Consultation,572 FIFTY RD,2017,"To create five residential lots via consent applications, with three fronting Fifty Road and two fronting Sandbeach Drive",
600485.5489,4787194.3645,15871,FC-17-170,Formal Consultation,82 CENTENNIAL PKY N,2017,"Convert an existing mosque into a store, and add a 4 position gas bar with canopy along Centenniala Pkwy North",
582673.0221,4779443.8356,15872,ZAA-18-004,Zoning Amendment,240 BUTTER RD W,2018,To fulfill condition of consent application AN/B-17:75 by prohibiting the development of a dwelling on the lands to be retained.,
592066.2796,4789263.6077,15873,ZAC-18-013,Zoning Amendment,"122-126 AUGUSTA ST, 125-127 YOUNG ST",2018,To construct a 4 sty multiple dwelling containing 27 residential dwelling units. The existing dwelling at 125 YounG St will be maintained,
588091.1337,4788445.7011,15874,FC-18-004,Formal Consultation,"801, 820, 828, 855, 865 and 870 SCENIC DR",2018,To develop the subject lands for 764 apartment unis and 110 townhouse units for a total of 874 residential units with the necessary stormwater management blocks and open space where required.,
589092.8495,4781120.5984,15875,DA-18-012,Site Plan,2411 UPPER JAMES ST,2018,To build two motor vehicle dealerships and a total of 305 parking spaces,
590055.1994,4799046.7005,15876,FC-18-018,Formal Consultation,"10-12 FIRST ST, 6 BALGOWNIE CRT",2018,To consolidate three parcels and create five lots to be developed for single detached dwellings and a block to be developed for 3 single detached dwellings and 4 townhouse lots.,
592559.2431,4788352.7752,15877,ZAC-18-008,Zoning Amendment,370 CONCESSION ST,2018,"To rezone a portion of the subject lands to allow the development of 4 townhouse dwellings, and expand the parking area.",
586776.8244,4789981.367,15878,FC-18-014,Formal Consultation,69 SANDERS BLVD and 1630 MAIN ST W,2018,To construct a nine storey multiple dwelling with 154 dwelling as a student residence and 830 SqM of commercial area. Twenty 4 storey stacked townhouse dwellings and 12 three storey back-to-back townhouse dwellings are also proposed.,
599580.409,4784240.6461,15879,MDA-18-011,Site Plan,440 FIRST RD W,2018,To construct a temporary sales trailer with 6 parking spaces.,
598898.4905,4781578.5862,15880,SC/B-16:89,Land Division,140 SLINGER AVE,2016,,
597571.341,4782372.1683,15881,SC/B-16:85,Land Division,5A GLENHOLLOW DR,2016,,
609072.8972,4784842.3905,15882,SC/B-16:83,Land Division,1202 HWY 8,2016,,
572792.1351,4782783.8684,15883,AN/B-16:84,Land Division,179 SUNNYRIDGE RD,2016,,
591310.9526,4789190.5758,15884,HM/B-16:86,Land Division,257 PARK ST S,2016,,
610632.412,4786688.9334,15885,SC/B-16:68,Land Division,90 CREANONA BLVD,2016,,
610640.7655,4786718.2616,15886,SC/B-16:69,Land Division,90 CREANONA BLVD,2016,,
587304.2023,4795594.4158,15887,DA-18-065,Site Plan,63 HWY 5 W,2018,"To construct a 2,036 SqM five (5) unit industrial building with 43 parking spaces.",
598509.9826,4788148.4834,15888,PLC-18-007,Part Lot Control,"2-4, 5 MARTHA ST, 6 LEWIS ST",2018,To remove Part Lot Control for 4 City Housing properties,
598739.3006,4787874.4803,15889,PLC-18-005,Part Lot Control,64-68 EATON PL,2018,To remove Part Lot Control,
598778.938,4788169.6046,15890,PLC-18-006,Part Lot Control,27 GRIMSBY AVE,2018,To remove Part Lot Control for City Housing property,
598658.6531,4787642.5312,15891,PLC-18-011,Part Lot Control,"10 EATON PL, and 4 BINGHAM RD",2018,To remove Part Lot Control on City Housing properties,
598794.5542,4787803.9058,15892,PLC-18-012,Part Lot Control,47 EASTVALE PL,2018,To create one parcel for a semi-detached dwelling on Ciy Housing lands,
598548.4041,4788318.3054,15893,PLC-18-010,Part Lot Control,689 BRITANNIA AVE,2018,To create one parcel for an existing semi-detached dwelling as shown on Draft Reference Plan 62R-20733.,
598897.9534,4788053.903,15894,PLC-18-008,Part Lot Control,89 MARTHA ST,2018,To create lot for existing semi-detached dwelling on City Housing property,
599149.8122,4788179.9076,15895,PLC-18-009,Part Lot Control,34 SUMACH ST and 31 EASTWOOD,2018,To create two parcels for existing semi-detached dwellings on City Housing lands,
600014.2807,4785861.2593,15896,FC-18-043,Formal Consultation,"2874, 2880 and 2900 KING ST E",2018,"Establish a mixed-use development that consists of two towers a 18 and 20 storeys including a four storey podium. The proposal will include 719 SqM of retail space, 419 dwelling units, 561 parking spaces and 341 bicycle parking spaces.",
581084.2955,4783785.2668,15897,FC-18-047,Formal Consultation,446-450 HAMILTON DR,2018,Establish the termination of Tollgate Drive as a permanent turning circle and convey necessary parts to the Owner for the purposes of creating one lot for single detached dwelling at the rear of the subject landsssssssssssssss,
610131.173,4785265.53,15898,PLC-18-018,Part Lot Control,"58-72,57-71 Foothills Lane, 1-65,2-14,34-64 Pinot Cres, 101-131,120-130 Sonoma Lane,9-19,2-8,10-20 Zinfandel Dr",2018,To remove Part Lot Control to allow the development of 110 townhouses.,
587667.361,4798237.2267,15899,PLC-18-017,Part Lot Control,110 MOSAIC DR,2018,To remove Part Lot Control for common elements and maintenance easements,
585276.4431,4800429.6484,15900,SPA-18-078,Site Plan,143 6TH CON RD E,2018,Build a 119 SqM building for their landscaping business. The building will include recreation spaces and car garage.,
594552.1403,4772486.6149,15901,ZAR-18-023,Zoning Amendment,5050 HARRISON RD,2018,"Permit the establishment of a 1.8 hectare zip lining adventure park consisting of a seven course aerial park, a playground and one associated 300 SqM office to be known as Treetop Trekking Adventure Park.",
592805.9967,4790397.3774,15902,HM/B-16:49,Land Division,241-245 WELLINGTON ST N,2016,,
610157.0987,4785628.6777,15903,SC/B-16:51,Land Division,1330 South Service Road,2016,,
572645.4422,4800163.5529,15904,FL/B-16:46,Land Division,1527 Safari Road,2016,,
592689.2731,4791297.3048,15905,HM/B-16:48,Land Division,462 MARY ST,2016,,
597643.5625,4775554.0317,15906,ZAC-17-025,Zoning Amendment,235 TANGLEWOOD DR,2017,Change zoning from Deferred Development to Residential Multiple to permit 14 street townhouses,
580894.4662,4791241.7584,15907,FC-17-042,Formal Consultation,26 MARSHBORO AVE,2017,To create 4 single deatched lots,
596419.8345,4781856.6869,15908,UHOPA-17-011,Official Plan Amendment,26 UPPER MOUNT ALBION RD,2017,Establish a Site Specific Policy to allow a 2 storey multiple dwelling,
596415.2667,4781837.9464,15909,ZAC-17-023,Zoning Amendment,26 UPPER MOUNT ALBION RD,2017,To permit a 2 storey residenti care facility for 42 residents,
605782.9134,4787547.4139,15910,UHOPA-17-009,Official Plan Amendment,84 LAKEVIEW DR,2017,To change designation to neighbourhoods to permit 42 stacked townhouse units and 98 back-to-back townhouse units,
605779.7917,4787536.7145,15911,ZAC-17-020,Zoning Amendment,84 LAKEVIEW DR,2017,To change zoning to R3 and MUC to permit 42 stacked townhouse units and 98 back-to-back townhouse units,
587519.7093,4798306.3425,15912,ZAC-17-016,Zoning Amendment,157 PARKSIDE DR,2017,"Change the zoning from the Agriculture ""A"" Zone to the Medium Density Residential ""R6"" Zone, Modified to permit the subject lands to be developed for 123 Stacked Townhouse units with associated visitor parking and childrens play area.",
587511.082,4798296.0362,15913,UHOPA-17-006,Official Plan Amendment,157 PARKSIDE DR,2017,Establish a Site Specific Policy Area in order to allow for a density of approximately 60 units per gross residential hectare to permit the subject lands to be developed for 123 Stacked Townhouse units.,
597652.4198,4775581.8273,15914,GL/B-17:09,Land Division,,2017,,
597648.7936,4775569.9667,15915,GL/B-17:10,Land Division,,2017,,
597649.7547,4775555.3904,15916,GL/B-17:11,Land Division,,2017,,
597637.4725,4775530.2521,15917,GL/B-17:13,Land Division,,2017,,
597635.9243,4775524.6512,15918,GL/B-17:14,Land Division,,2017,,
597654.9156,4775593.2126,15919,GL/B-17:15,Land Division,,2017,,
586982.5801,4783436.1331,15920,GL/B-17:08,Land Division,,2017,,
588528.048,4799156.9264,15921,PLC-17-017,Part Lot Control,82-94 HUGILL WAY,2017,"To remove Part Lot Control from 62M-1224, Block 13 to facilitate the creation of 7 townhouse dwelling lots, with 10 easements between the lots (5 access, 4 maintenance, and 1 for access and Cogeco)",
594626.7217,4782709.4454,15922,FC-16-065,Formal Consultation,255 LANCING DR,2016,"To construct a 1,305 SqM addition to existing 2 storey warehouse.",
581212.1699,4784131.3054,15923,FC-16-063,Formal Consultation,328 CAVENDISH DR,2016,To make improvements/upgrades to existing sewage pumping station.,
581429.5155,4785387.201,15924,FC-16-062,Formal Consultation,29 ORCHARD DR,2016,To make improvements/upgrades to existing sewage pumping station.,
586722.0484,4789879.7976,15925,FC-16-132,Formal Consultation,11 EWEN RD,2016,"To convert the 1,900 SqFt existing automotive repair garage into a microbrewery with production, retail and taste testing, office, washrooms, utility and storafe area and a small patio in the front of building.",
588116.7389,4803944.2315,15926,FC-16-142,Formal Consultation,1003 MILBUROUGH LINE,2016,"To apply for a lot-line adjustment and develop the property for a single detached dwelling.  A Zoning By-law Amendment, consent application and Site Plan Control application will be required.",
592362.7525,4790194.6928,15927,FC-16-146,Formal Consultation,134 CANNON ST E,2016,"Adaptive re-use of the vacant bldg to incorporate a mix of commercial and residential uses, including hotel units on the upper floors.",
587797.9154,4776835.8163,15928,FC-16-147,Formal Consultation,3777 HWY 6,2016,To recognize an existing landscape contracting establishment.,
589231.1489,4783190.4674,15929,FC-16-149,Formal Consultation,1800 UPPER JAMES ST,2016,"To develop the lands containing a commercial area (Block 2) having access to Uppe James St, and a low-medium density residential block (Block 1) having access from Christie St based on proposed density of 60-100 uph.",
589510.2224,4797766.8202,15930,ZAR-16-067,Zoning Amendment,21 HOWARD BLVD,2016,To recognize reduced lot area and reduced lot frontages in order to facilitate the creation of two residential lots.,
592281.8913,4791410.1591,15931,ZAC-16-071,Zoning Amendment,502-512 JAMES ST N,2016,"To rezone from the existing Neighbourhood Shopping Centre (G) District to the Community Commercial and Shopping (H) District in order to permit a 4 sty mixed use bldg, with a 1 sty place of worship, community spaces and 45 affordable residential units.",
591575.3585,4782830.2942,15932,ZAH-16-072,Zoning Amendment,120 VINEBERG DR,2016,"To lift the ""H"" holding provisions as established under Zoning By-law No. 15-294 to permit the development of 49 townhouse dwellings.",
592595.1171,4789670.9935,15933,FC-18-143,Formal Consultation,15 WELLINGTON ST N,2018,"To construct a mixed use development consisting of two 12 storey buildings with 396 SqM of commercial space, 191 dwelling units and 87 parking spaces.",
592368.5966,4791273.8921,15934,SPA-19-001,Site Plan,47 SIMCOE ST E,2019,"To construct a 535 SqM, single storey addition to the existing gymnasium",
609283.5064,4785397.2122,15935,SC/B-18:136,Land Division,1215 BARTON ST,2018,To sever a vacant parcel of land for residential purposes and retain two parcels of land for residential purposes,
595117.5613,4788826.6141,15936,FC-17-016,Formal Consultation,276 DUNSMURE ROAD,2017,Convert existing buildings to event space and a farmers market,
579238.4546,4782780.1842,15937,FC-17-013,Formal Consultation,1276 SANDHILL DR,2017,"Construct a 1 storey 1,767 SqM multi-tenant building and 36 parking spaces",
589136.657,4781260.7001,15938,FC-17-025,Formal Consultation,2411 UPPER JAMES ST,2017,To construct a 2 storey car dealership,
602003.4549,4787425.2462,15939,FC-17-011,Formal Consultation,2782 BARTON ST E,2017,To construct a 13 storey residential building with 2 storeys of underground parking,
601808.3269,4786523.2376,15940,FC-17-022,Formal Consultation,121 HWY 8,2017,To construct a 6 storey residential building with surface and underground parking,
592241.5068,4791303.9449,15941,FC-17-027,Formal Consultation,468-470 and 474-476 JAMES ST N,2017,Develop a 6 to 8 storey mixed use building with ground floor commercial and underground parking,
585197.5872,4784204.2047,15942,FC-16-079,Formal Consultation,700 GARNER RD E,2016,"To construct 3 blocks in 3 phases. Block 1 and phase 1 for Long Term Care Facility and Seniors Housing with Medical facilities, Block 2 and phase 2 for Institutional, Block 3 and phase 3 for future residential.",
569291.8044,4804123.989,15943,SPA-18-057,Site Plan,1667 REGIONAL RD 97,2018,"Repurpose an existing picnic pavilion into two larger rustic camping units of approximately 1,600 SqFt in total floor area. In addition, six smaller rustic camping cabins would be erected.",
588593.7504,4780864.9757,15944,ZAH-18-060,Zoning Amendment,110 AEROPARK BLVD,2018,"To lift the Holding Provision as established under Zoning B-law No. 15-118, in order to permit the site alterations of the lands.",
584795.7806,4786762.7677,15945,MDA-19-017,Site Plan,118 ONEIDA BLVD,2019,To demolish an existing garage and to construct a 2 storey 41.81 SqM addition to an existing single detached residential dwelling,
582355.1664,4784835.9443,15946,DAER-19-021,Site Plan,11 OAKLEY CRT,2019,To demolish the existing 1 storey residential dwelling and detached car garage and construct a new 2 storey single residential dwelling with a 3 car garage. The proposed lot  coverage is 34.7 percent,
581812.0481,4786062.2343,15947,DAER-19-011,Site Plan,97 MCGREGOR CRES,2019,"To construct a two-storey single detached dwelling with an attached triple garage, having a gross floor area of 4790 SqFt with 34.7 percent lot coverage, on a 1207.2 SqM lot, within an Existing Residential (ER)  Zone.",
586673.221,4787288.7331,15948,ZAC-19-006,Zoning Amendment,1269 MOHAWK RD,2019,To rezone the subject land from Agricultural to the Residential Multiple RM6 Zone in order to demolish a portion of the existing two storey dwelling and to permit a 3 storey residential bldg with 19 units intended for a senior residence.,
582492.4287,4785286.3051,15949,DAER-19-019,Site Plan,122 ROSEMARY LANE,2019,"To construct a two-storey single detached dwelling with an attached garage, having a GFA of 337.5 SqM on a 1192.06 SqM lot, in an Existing Residential (ER) Zone. The existing single detached dwelling will be demolished",
599220.1142,4782690.0169,15950,SC/B-18:148,Land Division,222 FIRST RD W,2018,To permit the creation of an easement over a portion of land for access and maintenance purposes,
592512.1022,4789944.9555,15951,FC-16-123,Formal Consultation,82 FERGUSON AVE N,2016,To demolish the existing place of worship to construct a new 2 story place of worship with 5 parking spaces.,
592170.8994,4785664.5339,15952,SPA-17-017,Site Plan,970 UPPER WENTWORTH ST,2017,Adding expansion to the existing building,
595854.6587,4790160.4455,15953,DA-18-049,Site Plan,102 GERTRUDE ST,2018,To construct a two storey 388.2 SqM industrial building with two on-site parking spaces.,
581096.929,4784373.0825,15954,FC-19-033,Formal Consultation,281 HAMILTON DR and 356 WILSON ST W,2019,"To construct 11, three storey townhouse dwellings fronting onto Hamilton Dr and Wilson St W. A total of 26 parking spaces are proposed in support of the development.",
586323.6445,4784845.9437,15955,PLC-19-013,Part Lot Control,1061 GARNER RD E,2019,"To remove Part Lot Control for Blocks 231,235 and 239 of Ancaster Meadows - Ph.2b (62M-1237)",
595640.9575,4782128.2226,15956,ZAC-19-035,Zoning Amendment,"694 PRITCHARD RD, 1557-1565 RYMAL RD E",2019,To change the zoning to Business Park Support (M4) in order to permit a broader range of support commercial uses.,
590960.7306,4799650.984,15957,UHOPA-19-013,Official Plan Amendment,"10,40 MALLARD TRAIL, 488 DUNDAS ST",2019,"To amend the retail and service commercial requirements of the Waterdown South Secondary Plan to permit a total commercial of 1,200 SqM and allow ground floor residential uses in 2 of the buildings.",
597212.3901,4779188.9644,15958,FC-16-141,Formal Consultation,3355 GOLF CLUB RD,2016,To construct a greenhouse on the property and further expand current agricultural uses on the property,
576568.5668,4789183.5117,15959,FL/B-17:20,Land Division,,2017,,
589630.2819,4798344.3938,15960,FL/B-17:22,Land Division,295 DUNDAS ST E,2017,,
586006.4943,4792303.4255,15961,DN/B-17:17,Land Division,,2017,,
590123.4764,4798968.4118,15962,FL/B-17:18,Land Division,,2017,,
588437.0565,4800756.2698,15963,FC-17-080,Formal Consultation,"374, 376, 404 5TH CON RD E",2017,"374) Construct 24,295 sq m expansion, 376) Construct new 105,120 sq m green house, 404) Construct 2,240 sq m expansion",
584176.1603,4787105.401,15964,ZAH-17-035,Zoning Amendment,555 HIGHVALLEY RD,2017,To remove the holding provision to facilitate the creation of four (4) residential lots for single detached dwellings.,
588948.2321,4790168.6852,15965,FC-17-050,Formal Consultation,940 MAIN ST W,2017,To demolish the existing two storey office building and construct a three storey office building with 14 surface parking spaces.,
585030.6667,4788581.1356,15966,FC-17-062,Formal Consultation,1105 LOWER LIONS CLUB,2017,"To construct a 465 SqM educational facility, including classroom, laboratory and washroom facilities.",
590561.9996,4786088.2199,15967,FC-17-059,Formal Consultation,1020 UPPER JAMES ST,2017,"To redevelop the property with a 12 storey, 154 unit residential development with ground floor commercial uses. The existing funeral establishment will be demolished.",
591952.3236,4790990.0327,15968,UHOPA-17-008,Official Plan Amendment,41 STUART ST,2017,Change zoning to commercial-residential to allow 11 storey mixed use building - LPAT APPROVED,
591015.3998,4798998.5856,15969,SPA-18-174,Site Plan,170 SKINNER RD,2018,"To construct a 508 SqM, one storey child care centre expansion, new fenced in child care play area and expansion/modifications to the existing parking lot.",
599207.5711,4780739.2585,15970,SPA-18-162,Site Plan,2250 RYMAL RD E,2018,To remove the proposed building at the rear of the subject lands and replaces it with a parking lot.  The development proposal also includes a 951 SqM commercial building on the western side.  Only parking lot has gained final approval at this time.,
598383.6269,4788594.9067,15971,SPA-18-185,Site Plan,256 PARKDALE AVE N,2018,"Construct a four storey multi-residential building comprised of 50 affordable housing units with supports, including an outdoor amenity area, a rooftop terrace and raised garden plots.",
591264.2394,4789687.2937,15972,SPA-18-169,Site Plan,115 HUNTER ST W,2018,To construct a one storey 162.6 SqM west side addition and to renovate the interior of the existing church building for use as a community programming space.,
590979.4995,4799632.6363,15973,ZAC-19-046,Zoning Amendment,"10,40 MALLARD TRAIL, 488 DUNDAS ST",2019,"To amend the Urban Commercial ""UC-13"" Zone of the Town of Flamborough Zoning By-law 90-145-Z in order to permit an apartment bldg use and reduce the minimium retail and service GFA to 1,200 SqM.",
591319.191,4788998.7656,15974,HM/B-18:159,Land Division,51 MARKLAND ST,2018,,
586492.9545,4801012.239,15975,FL/B-19:02,Land Division,913 CENTRE RD,2019,To sever a portion of 913 Centre Rd to be merged in title with 909  Centre Rd,
592856.6859,4783813.6635,15976,HM/B-19:01,Land Division,41 ELEANOR AVE,2019,,
579611.0494,4800945.1677,15977,FL/B-19:10,Land Division,784 SAFARI RD,2019,To sever a parcel of land to be added to 752 Safari Road.,
590084.1744,4798872.1275,15978,FL/B-19:08,Land Division,367 DUNDAS ST E,2019,,
580765.1245,4785040.4808,15979,AN/B-19:06,Land Division,374 JERSEYVILLE RD W,2019,To sever off a vacant parcel of land consisting of open space and three soccer fields from the existing school lands.,
580973.6271,4785027.741,15980,AN/B-19:04,Land Division,374 JERSEYVILLE RD W,2019,To sever off a vacant parcel of land consisting of open space and sports playing fields from the existing school lands.,
581108.85,4783642.6927,15981,AN/B-19:07,Land Division,453 HAMILTON DR,2019,,
593468.3063,4790768.2803,15982,HM/B-19:03,Land Division,76 BURTON ST,2019,To sever the lot for the development of 2 semi-detached dwellings,
593997.6144,4790920.3177,15983,HM/B-19:05,Land Division,9 Hillyard Street,2019,,
574333.0548,4794665.8602,15984,FL/B-19:11,Land Division,1435 4th Concession Rd. W.,2019,add to 1457 CONCESSION 4 W,
